# ENCODE-COMPAT DISCHARGED (2026-08-25).  `encode_msgWOTS_C` moved from
# abstract-op:f9542be91ac8 to defined-op:0075335b8622 -- it was a FREE op and is now
# DEFINED as `encode_msgWOTS (ThC p a x cc)`, which makes the capstone premise `hencb`
# a theorem (WOTS_C_Real.ec::encode_msgWOTS_C_compat) instead of an assumption.
# LEDGER IS UNCHANGED AT 242: abstract-op is a PARAMETERS row and defined-op is a
# DEFINITIONS row, and neither is a ledger class.  parameters 215->214,
# definitions 422->423, total 1634->1634.  Predicted before the run in
# scratch/encode-compat/PREDICTION.md and matched exactly.
# CONE BASELINE -- SPLIT tree.  REGENERATED 2026-08-22.
# Bodied DEFINITIONS carry defined-<kind>:<body-digest> rows (2026-08-21), and
# PARAMETERISED clone operands are now captured (2026-08-22): both the operand
# matcher and its TERMINATOR required the name to sit immediately before `<-`/`<=`,
# so `op P i <= ...` matched NEITHER -- the binding carried no row AND could not end
# its PREDECESSOR value, whose digest therefore over-reached into it.  21 such
# bindings in the split cone; +21 new rows and 21 predecessor digests corrected.
# LEDGER=242 PARAMETERS=215 BINDINGS=366 MEANING=389 DEFINITIONS=422 TOTAL=1634   (LIVE)
base-c10-split/BinaryTrees.ec	defined-op:7ad6319948b8	height	# line 16
base-c10-split/BinaryTrees.ec	defined-op:ddd3b90ca64e	fully_balanced	# line 39
base-c10-split/BinaryTrees.ec	defined-op:c0ebb6c47688	sub_bt	# line 66
base-c10-split/BinaryTrees.ec	defined-op:81f3786cad76	val_lf	# line 81
base-c10-split/BinaryTrees.ec	defined-op:7d9e763d0d13	vallf_subbt	# line 89
base-c10-split/BinaryTrees.ec	defined-op:c0a148c36bb2	list2tree_pred	# line 104
base-c10-split/BinaryTrees.ec	defined-op:cff26da08d85	list2tree	# line 151
base-c10-split/FL_SL_XMSS_MT_ES.ec	axiom	dist_adrstypes	# line 92
base-c10-split/FL_SL_XMSS_MT_ES.ec	axiom	valid_xidxvals_idxvals	# line 342
base-c10-split/FL_SL_XMSS_MT_ES.ec	refined-const:654a63582c64	ge6_adrslen	# line 20
base-c10-split/FL_SL_XMSS_MT_ES.ec	refined-const:fdf3d5d7834a	ge1_n	# line 26
base-c10-split/FL_SL_XMSS_MT_ES.ec	refined-const:56725145425c	val_log2w	# line 32
base-c10-split/FL_SL_XMSS_MT_ES.ec	refined-const:d24524489e58	ge2_len	# line 51
base-c10-split/FL_SL_XMSS_MT_ES.ec	refined-const:00c9041732c5	ge1_hp	# line 56
base-c10-split/FL_SL_XMSS_MT_ES.ec	refined-const:26ecc28a0664	ge1_d	# line 62
base-c10-split/FL_SL_XMSS_MT_ES.ec	refined-const:691d176b57e2	valx_adz	# line 517
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:e65459235ede	Index.T	# line 111
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:d30f3ab84c98	Index.P	# line 111
base-c10-split/FL_SL_XMSS_MT_ES.ec	clone-discharge:star|realize:inhabited	Index	# line 111
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:6e3c6852b97b	DigestBlock.T	# line 130
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:9be1935cc7e9	DigestBlock.P	# line 130
base-c10-split/FL_SL_XMSS_MT_ES.ec	clone-discharge:star|realize:inhabited	DigestBlock	# line 130
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:b49d2d9dc492	DigestBlockFT.t	# line 140
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:0e7dda40bb0b	DigestBlockFT.enum	# line 140
base-c10-split/FL_SL_XMSS_MT_ES.ec	clone-discharge:star|realize:enum_spec.	DigestBlockFT	# line 140
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:e65459235ede	HA.index	# line 372
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:5e03634ec1d2	HA.l	# line 372
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:59bfe18199cc	HA.valid_idxvals	# line 372
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:3c67f649bb4b	HA.valid_adrsidxs	# line 372
base-c10-split/FL_SL_XMSS_MT_ES.ec	clone-discharge:list:ge1_l|realize:ge1_l	HA	# line 372
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:61612567f25d	PKCO.pp_t	# line 402
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:9ae7ae045a8e	PKCO.tw_t	# line 402
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:67f6c8b96278	PKCO.in_t	# line 402
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:4700c5ff2a14	PKCO.out_t	# line 402
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:9181969b616f	PKCO.f	# line 402
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:a2ba6bb81603	PKCO.dpp	# line 402
base-c10-split/FL_SL_XMSS_MT_ES.ec	clone-discharge:star|realize:dpp_ll	PKCO	# line 402
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:c1e1af0670c8	PKCOC.diff_t	# line 415
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:90c549543ab2	PKCOC.get_diff	# line 415
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:05aba422ee3d	PKCOC.fc	# line 415
base-c10-split/FL_SL_XMSS_MT_ES.ec	clone-discharge:star|realize:in_collection	PKCOC	# line 415
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:c3380e3bb3f1	PKCOC_TCR.t_smdttcr	# line 425
base-c10-split/FL_SL_XMSS_MT_ES.ec	clone-discharge:star|realize:ge0_tsmdttcr.	PKCOC_TCR	# line 425
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:61612567f25d	TRH.pp_t	# line 440
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:9ae7ae045a8e	TRH.tw_t	# line 440
base-c10-split/FL_SL_XMSS_MT_ES.ec	operand:67f6c8b96278	TRH.in_t	# line 440
